action_quality,macd_line,vwap,sma,macd_histogram,macd_signal,rsi_14,price
good,0.0331051413818954,147.10685130304034,146.9664764404297,-0.0075300594466716,0.0406352008285671,39.09890100464055,146.39999389648438
good,-0.0457764620561533,147.04571999094372,146.7824951171875,-0.0691293303077764,0.023352868251623,33.3677912681063,145.99249267578125
good,-0.0877112567264362,147.0253550297127,146.59349670410157,-0.0888512999824474,0.0011400432560111,39.08976874865439,146.23500061035156
good,-0.1111908668014507,147.01443308761648,146.42949523925782,-0.0898647280459695,-0.0213261387554811,41.4347132396677,146.33999633789062
good,-0.1259263753003665,147.00763551004903,146.26749572753906,-0.0836801892359082,-0.0422461860644582,42.12033558247629,146.3699951171875
neutral,-0.114497428596934,147.005642765299,146.31549682617188,-0.0578009940259806,-0.0566964345709534,48.0188458840898,146.63999938964844
good,-0.1197932342214187,146.9983189169958,146.40599975585937,-0.0504774397203722,-0.0693157945010464,44.49243059338358,146.44500732421875
good,-0.142919474473814,146.97914378547253,146.39700012207032,-0.058882943978214,-0.0840365304955999,40.32200743294562,146.19000244140625
good,-0.1769595666425232,146.96577664886863,146.3230010986328,-0.0743384289175385,-0.1026211377249846,37.091781068300136,145.97000122070312
good,-0.2008152386892732,146.95881665801457,146.24500122070313,-0.0785552807714308,-0.1222599579178423,37.337376535816254,145.97999572753906
neutral,-0.2443393022763018,146.94918570217155,146.0450012207031,-0.0976634754867675,-0.1466758267895342,32.665420337795354,145.63999938964844
neutral,-0.2557118386789341,146.93456635702694,145.93399963378906,-0.0872288095115198,-0.1684830291674142,38.73575330473134,145.88999938964844
good,-0.2449551781880927,146.92846289331905,145.91600036621094,-0.0611777192165428,-0.1837774589715499,43.355419333985154,146.10000610351562
neutral,-0.2357311155098216,146.92353672939743,145.93699951171874,-0.0415629252306173,-0.1941681902792043,42.940161643397616,146.0749969482422
good,-0.2078686864585393,146.91655480176746,146.0010009765625,-0.0109603969434679,-0.1969082895150713,47.785717121873056,146.3000030517578
good,-0.1597384067315772,146.91283773582407,146.19300231933593,0.0297359062267952,-0.1894743129583725,53.46051809515672,146.60000610351562
good,-0.1146257047832364,146.91129706919878,146.3490020751953,0.0598788865401088,-0.1745045913233452,54.69757752179316,146.6699981689453
good,-0.073188589411302,146.91070090873146,146.475,0.0810528015296346,-0.1542413909409366,55.782582779384974,146.72999572753906
good,-0.0207438176349228,146.91110829986889,146.65400085449218,0.106798058644811,-0.1275418762797339,59.91811009918574,146.97000122070312
good,-0.0069396770954028,146.90871964947456,146.71900024414063,0.0964817593474648,-0.1034214364428677,52.34008438672983,146.625
good,0.0031573347716573,146.9074854056014,146.7220001220703,0.08526301697162,-0.0821056821999627,52.13437808985021,146.61500549316406
good,0.0210036280034273,146.9068344914507,146.73600158691406,0.082487448162712,-0.0614838201592846,54.5407816349158,146.74000549316406
good,0.0314270354936638,146.9055587098535,146.72968139648438,0.0743286845223588,-0.0429016490286949,53.57520123538193,146.69839477539062
good,0.0226117335435276,146.90324878215117,146.63368225097656,0.052410706057778,-0.0297989725142504,48.90559278766281,146.49000549316406
good,0.0210308869952768,146.90087846172975,146.6206817626953,0.0406638876076218,-0.0196330006123449,50.46718550428403,146.55999755859375
good,0.0283276412434076,146.89989908869396,146.63168029785157,0.0383685134846021,-0.0100408722411944,52.90339685998912,146.6699981689453
good,0.0488785392850843,146.8996991389984,146.65567932128906,0.047135529221023,0.0017430100640613,56.8510664299439,146.86000061035156
good,0.0612323022270118,146.89944410976875,146.68000183105468,0.0475914337303604,0.0136408684966514,55.79101229802822,146.82000732421875
good,0.0773925673582027,146.8995003083587,146.76400146484374,0.051001359089241,0.0263912082689616,57.702310717477054,146.91000366210938
good,0.083587147311249,146.89920819974475,146.82000122070312,0.0457567512338299,0.0378303960774191,55.685507898722754,146.83999633789062
good,0.0994544329109885,146.89974238758208,146.88400268554688,0.0492992294668555,0.050155203444133,58.99291816255147,146.99000549316406
good,0.114740313285381,146.90053490088516,146.9200012207031,0.0516680878729984,0.0630722254123826,60.062596018747456,147.0399932861328
good,0.1194261859321841,146.90090260416144,146.9489990234375,0.0450831684158411,0.0743430175163429,57.63356029652712,146.96499633789062
good,0.1372926113232324,146.90173510124842,146.9989990234375,0.0503596750455116,0.0869329362777208,61.94331696742732,147.16000366210938
good,0.1473328697760507,146.90235789254876,147.05700073242187,0.0483199467986639,0.0990129229773868,60.916709170632856,147.1300048828125
good,0.1567105096824548,146.9053075336541,147.09299926757814,0.0461580693640543,0.1105524403184004,61.82506620598849,147.1699981689453
good,0.1702494835683694,146.90763659691186,147.13900146484374,0.0477576345999752,0.1224918489683942,64.07361871610487,147.27000427246094
good,0.1789167766862078,146.90934501339976,147.20000305175782,0.0451399421742508,0.133776834511957,64.07361871610487,147.27000427246094
good,0.1836684533262484,146.91314848008665,147.2220031738281,0.0399132950514331,0.1437551582748153,64.07361871610487,147.27000427246094
good,0.1980607967897469,146.91594401271976,147.28200073242186,0.0434445108119453,0.1546162859778016,67.85658760460642,147.42999267578125
good,0.2166532235494003,146.91923505647836,147.35800170898438,0.0496295500572789,0.1670236734921213,70.37642084030769,147.5500030517578
good,0.2279524572451805,146.92232617950862,147.41199951171876,0.0487430270024473,0.1792094302427332,69.88432534188294,147.5399932861328
good,0.2397920142693408,146.92743185755367,147.47999877929686,0.048466067221286,0.1913259470480547,71.39103184841184,147.61000061035156
good,0.251121477987823,146.93165410222633,147.55999755859375,0.0478364247518145,0.2032850532360084,72.65375613244785,147.6699981689453
good,0.2559395227185348,146.93550348213327,147.60499877929686,0.042123575586021,0.2138159471325137,71.80054061633186,147.65499877929688
good,0.2420400143693371,146.93957706927532,147.58899841308593,0.0225792537894586,0.2194607605798784,62.112098121583216,147.47000122070312
good,0.2555140104019244,146.94472415134192,147.64299926757812,0.0288425998576367,0.2266714105442876,70.09793389004335,147.80999755859375
good,0.2603664044996208,146.9474632221993,147.67599792480468,0.0269559951642664,0.2334104093353543,68.49720927493011,147.77499389648438
good,0.2568141191349298,146.95042696415595,147.68599853515624,0.0187229678396603,0.2380911512952694,65.9492226789765,147.72000122070312
good,0.2598793104113213,146.9583083290947,147.72099914550782,0.0174305272928414,0.2424487831184798,68.4753189036273,147.8300018310547
good,0.2182366535714663,146.96001656681688,147.68999938964845,-0.0193697036376107,0.2376063572090771,49.83499105009361,147.31500244140625
good,0.1819270804791415,146.96122312704586,147.58800048828124,-0.0445434213839485,0.22647050186309,49.4130876439642,147.3000030517578
good,0.1681576212765207,146.96289620792496,147.53500061035157,-0.0466503044692554,0.2148079257457762,55.13918263338907,147.50999450683594
good,0.1538586920781313,146.9648806723905,147.48900146484374,-0.0487593869341159,0.2026180790122472,54.506705635613656,147.49000549316406
good,0.1353178220610402,146.96664631699775,147.40700073242186,-0.0538402055609655,0.1891580276220058,52.24634805837035,147.4199981689453
good,0.1280243934197074,146.96860930691187,147.45,-0.0489069073618387,0.1769313007815461,55.37758939343947,147.52999877929688
good,0.1096831587752831,146.9715859872549,147.46799926757814,-0.0537985136050104,0.1634816723802936,50.81108238123765,147.38999938964844
good,0.0940632950649842,146.9731619725371,147.44400024414062,-0.0555347018522475,0.1495979969172317,50.81108238123765,147.38999938964844
good,0.0751701510973816,146.97765160926494,147.41000061035157,-0.05954227665588,0.1347124277532617,48.49252975987437,147.32000732421875
good,0.0435558006918199,146.97911680093492,147.35,-0.0729253016491534,0.1164811023409733,42.52137670050962,147.1199951171875
good,0.0182903603376871,146.97936035021763,147.26799926757812,-0.0785525936026289,0.0968429539403161,42.52137670050962,147.1199951171875
good,-0.0128809799725502,146.97936269016304,147.18599853515624,-0.0877791471302931,0.0748981671577428,38.657234084705024,146.97999572753906
good,-0.0367569285385513,146.97937877905954,147.10499877929686,-0.0893240765570354,0.052567148018484,38.871101614453366,146.98500061035156
good,-0.0406858835802097,146.98103356293714,147.0739959716797,-0.074602425278955,0.0339165416987452,46.14331657697475,147.1649932861328
good,-0.010991655761785,146.9908245918601,147.16399841308595,-0.0359265579684242,0.0249349022066392,58.19501244774345,147.57000732421875
good,0.001229053972878,146.99329667564763,147.2259979248047,-0.0189646785870088,0.0201937325598869,53.719634776520486,147.42999267578125
good,-0.0043659948936181,146.99421298412096,147.2779998779297,-0.019647781962804,0.0152817870691859,48.29262898142236,147.24000549316406
good,-0.0118913900974177,146.99503389866786,147.3209991455078,-0.021738541733283,0.0098471516358652,47.21098720340447,147.1999969482422
good,-0.0120672107314021,146.99908188315794,147.34200134277344,-0.0175314898938138,0.0054642791624117,49.3487909161981,147.27000427246094
good,-0.0160562913030162,146.99981275196694,147.27200012207032,-0.0172164563723423,0.0011601650693261,47.85800063352546,147.22000122070312
good,-0.0229875090842028,147.00017953732058,147.22000122070312,-0.0193181393228232,-0.0036693697613796,46.35009101545382,147.1699981689453
good,-0.0289532670468872,147.00048038616472,147.2040008544922,-0.020227117828406,-0.0087261492184811,46.03785329556154,147.16000366210938
good,-0.0388819720317314,147.00083738059143,147.18200073242187,-0.0241246582506002,-0.0147573137811312,43.811521426003424,147.08999633789062
good,-0.0529977176866793,147.00085320944262,147.12900085449218,-0.0305923231244385,-0.0224053945622408,41.20624196173681,147.0050048828125
good,-0.0774134573834999,147.00011836564116,147.0510009765625,-0.0440064502570072,-0.0334070071264926,36.40569865337787,146.8300018310547
good,-0.0908742634987902,146.99986510652334,146.99500122070313,-0.045973805097838,-0.0449004584009521,39.028277117409566,146.88999938964844
good,-0.1135467325570118,146.99862283025072,146.9080017089844,-0.0549170193248477,-0.0586297132321641,34.78048459561266,146.72500610351562
good,-0.1160569429776785,146.99789073589048,146.87000122070313,-0.0459417837964115,-0.070115159181267,41.99157816601838,146.89999389648438
good,-0.1188944858685943,146.99771233818564,146.84349975585937,-0.0390234613498618,-0.0798710245187324,41.2203427794383,146.87249755859375
good,-0.1223553990629113,146.99701148331843,146.84549865722656,-0.0339874996353431,-0.0883678994275682,40.2786501760372,146.83999633789062
good,-0.1384302172190814,146.99467687127424,146.79849853515626,-0.0400498542332105,-0.0983803629858709,35.330944913768334,146.65499877929688
good,-0.1446607656049536,146.99424801669693,146.79649658203124,-0.0370243220952661,-0.1076364435096874,37.99126591368242,146.71499633789062
good,-0.15387635618751,146.99358063185184,146.74449768066407,-0.036991930142258,-0.116884426045252,35.997802742407856,146.63999938964844
good,-0.1756963939510001,146.99175661262288,146.65699768066406,-0.0470495743245985,-0.1286468196264016,31.18143747375106,146.43499755859375
good,-0.1780258021279053,146.99017799457283,146.60799865722657,-0.0395031860012029,-0.1385226161267023,38.13842553917245,146.59500122070312
good,-0.1885908455226115,146.98900158518754,146.56900024414062,-0.0400545835167273,-0.1485362620058842,34.93004641793047,146.4600067138672
good,-0.1939218351523948,146.9870969535081,146.52000122070314,-0.0363084585172084,-0.1576133766351863,35.36358736518169,146.47000122070312
good,-0.1899059384481063,146.9856866706703,146.5010009765625,-0.0258340494503359,-0.1640718889977703,38.66590246443751,146.5449981689453
good,-0.1881850079153082,146.9849421775902,146.51400146484374,-0.0192904951340302,-0.1688945127812779,37.43024011937514,146.5
good,-0.1643498721690832,146.98431917587266,146.54600219726564,0.0036357124897557,-0.167985584658839,47.64185151928587,146.7550048828125
good,-0.1501845999487159,146.98390791577805,146.58900146484376,0.0142407877680985,-0.1644253877168144,45.15216599626248,146.6750030517578
good,-0.1345826318590752,146.9831838563974,146.63700256347656,0.0238742046861913,-0.1584568365452666,46.47026844665771,146.7100067138672
good,-0.1164382823606047,146.98263115646577,146.68100280761718,0.0336148433477295,-0.1500531257083342,48.56174020958317,146.76499938964844
good,-0.0996991594213341,146.98171406300412,146.73700256347655,0.0402831730296001,-0.1399823324509342,49.145374525575065,146.77999877929688
good,-0.0671010516803676,146.98189538753172,146.78800048828126,0.0583050246164532,-0.1254060762968209,57.170135677888645,147.00999450683594
good,-0.0487730169705855,146.9813289559999,146.83500061035156,0.0613064474609882,-0.1100794644315738,53.236987746183466,146.91000366210938
good,-0.0290800183066437,146.9813167377139,146.88697814941406,0.064799556899944,-0.0938795752065878,55.22399992684951,146.9698944091797
good,-0.0192937764898886,146.98106577866122,146.91297912597656,0.0596686389733593,-0.0789624154632479,52.235108571957234,146.89500427246094
good,-0.0130024033369693,146.98096721842492,146.93197937011718,0.0527680097010229,-0.0657704130379922,51.43431958987127,146.875
good,-0.0282673591442517,146.97766628399168,146.8539794921875,0.0300024431149924,-0.0582698022592441,42.49160888887553,146.6199951171875
good,-0.0446910772384114,146.97667171081608,146.7839782714844,0.0108629800166661,-0.0555540572550776,40.698667319708434,146.55999755859375
good,-0.0482743851503641,146.9758007236457,146.7239990234375,0.0058237376837707,-0.0540981228341349,45.25924583676127,146.6699981689453
good,-0.0597059120557048,146.97546519517158,146.65599670410157,-0.0044862313772559,-0.0552196806784489,41.65258261427248,146.55499267578125
good,-0.0687791098966101,146.97440784467994,146.58999633789062,-0.010847543374529,-0.0579315665220811,41.344234919382,146.5449981689453
good,-0.0755031830744314,146.97359590767903,146.5739959716797,-0.0140572932418802,-0.0614458898325512,41.17983537678012,146.5399932861328
good,-0.075922049007147,146.97206795035672,146.57999572753906,-0.0115809273396766,-0.0643411216674704,43.59310113127732,146.58999633789062
good,-0.081614771067791,146.97129940974276,146.54837646484376,-0.0138189195202564,-0.0677958515475345,40.7790951093513,146.51190185546875
good,-0.0709373439343323,146.97037025114477,146.57537841796875,-0.0025131939094382,-0.0684241500248941,48.88312821505719,146.69000244140625
good,-0.0593703705503969,146.97009080980482,146.61037902832032,0.0072430235795977,-0.0666133941299946,50.12125356471462,146.72000122070312
good,-0.052822906433704,146.96962315466857,146.63837890625,0.0110323901570325,-0.0638552965907365,48.43623540500296,146.67999267578125
good,-0.0538711015458091,146.96852164423825,146.6393798828125,0.0079873560359419,-0.061858457581751,44.97699837671357,146.59500122070312
good,-0.0792068212296328,146.96573457205326,146.59299926757814,-0.0138786909183054,-0.0653281303113274,34.99997459310683,146.27999877929688
good,-0.1069290796854147,146.96051487284578,146.48899841308594,-0.0332807594992698,-0.0736483201861449,32.30504887011969,146.1699981689453
good,-0.1118740930143928,146.95867288116452,146.41799926757812,-0.0305806182625983,-0.0812934747517944,40.98090128130156,146.36500549316406
good,-0.1076935276332733,146.95770539555147,146.37200012207032,-0.021120042305183,-0.0865734853280902,44.32969576646953,146.4499969482422
good,-0.1039881618243327,146.95518115576695,146.34100036621095,-0.013931741196994,-0.0900564206273387,44.01343018762068,146.44000244140625
good,-0.0919150489475271,146.9525799751892,146.3930206298828,-0.0014869026561506,-0.0904281462913764,48.0137344110436,146.54010009765625
good,-0.0794220806799899,146.95146622865656,146.472021484375,0.0088048524891092,-0.0882269331690991,48.99021508310847,146.56500244140625
good,-0.0643421675228239,146.95057357193758,146.52301940917968,0.0191078125170201,-0.0834499800398441,51.17142946234485,146.6199951171875
good,-0.0537879917770851,146.94983726742268,146.55202026367186,0.0237295906102071,-0.0775175823872923,50.12239330297436,146.59500122070312
good,-0.0536810595624217,146.94578859311991,146.56101989746094,0.0190692182598964,-0.0727502778223182,45.68356163141785,146.48500061035156
good,-0.0470028682574081,146.94292729913468,146.56499938964845,0.020597927651928,-0.0676007959093362,48.99977272345986,146.55999755859375
good,-0.0428308042887408,146.94030375033643,146.55999755859375,0.0198159932964762,-0.0626467975852171,48.15523654962694,146.5399932861328
good,-0.0398712754650318,146.93537286679978,146.54199829101563,0.0182204176961482,-0.0580916931611801,47.71276831496268,146.52999877929688
good,-0.0283232053276378,146.93448221270705,146.55099792480468,0.0238147902668337,-0.0521379955944716,52.84796867359256,146.63999938964844
good,-0.0113743555020562,146.93345000524283,146.6009979248047,0.0326109120739323,-0.0439852675759885,56.7945332998107,146.73500061035156
good,0.0040280952831324,146.9330698480038,146.64099731445313,0.0384106902872968,-0.0343825950041643,57.795381596124045,146.75999450683594
good,0.0056800956026563,146.93157394739865,146.65899963378905,0.0320501524854566,-0.0263700568828002,51.1579225044076,146.6300048828125
good,0.0085042326062421,146.92958717246356,146.68299865722656,0.0278994315912338,-0.0193951989849917,52.06948856214733,146.64999389648438
good,0.0321587635876312,146.9294784785699,146.73899841308594,0.0412431700580984,-0.0090844064704671,62.30374284890252,146.9199981689453
good,0.0399542742622429,146.9290133829041,146.7499969482422,0.0392309445861681,0.0007233296760748,56.093219242755,146.7899932861328
good,0.0468030812383517,146.92886831913867,146.75899658203124,0.0368638012498215,0.0099392799885302,56.63037270084156,146.80499267578125
good,0.0576194669658605,146.92871491304098,146.80899658203126,0.0381441495818642,0.0194753173839962,59.31129187621561,146.8800048828125
good,0.03751649633557,146.9233301413469,146.78499755859374,0.014432943161259,0.023083553174311,45.25445197316314,146.52999877929688
good,0.0237318322661792,146.92142373146834,146.71299743652344,0.0005186232734945,0.0232132089926846,46.42641437101943,146.55999755859375
good,0.0118641509569101,146.91889446341446,146.66499938964844,-0.0090792464286196,0.0209433973855297,46.07253968848805,146.5500030517578
good,0.006419753479264,146.91601245583894,146.6240020751953,-0.0116189151250125,0.0180386686042766,48.19987045006904,146.60000610351562
good,0.0144456153027476,146.91583770887777,146.5990020751953,-0.0028744426412231,0.0173200579439708,54.22749488301034,146.7550048828125
good,0.0217655937939014,146.91478519948572,146.64700317382812,0.0035564286799444,0.0182091651139569,54.77591717476485,146.77000427246094
good,0.023263731288722,146.9142853355114,146.67900390625,0.004043652939812,0.0192200783489099,52.51691209910092,146.72000122070312
good,0.0169931769439131,146.9135104674642,146.69500427246095,-0.0017815211239975,0.0187746980679106,48.62966758238175,146.6300048828125
good,-0.0144382373641178,146.90924442946297,146.63500366210937,-0.0265703483456227,0.0121321109815049,37.63051876528146,146.3000030517578
good,-0.0396979508192885,146.90182153210574,146.54200134277343,-0.0414640494406347,0.0017660986213462,37.35452880611906,146.2899932861328
good,-0.055047078875333,146.90070375371886,146.45599975585938,-0.0454505419973433,-0.0095965368779896,39.73243125472056,146.33999633789062
good,-0.0636531169404293,146.898300867719,146.38699951171876,-0.0432452640499517,-0.0204078528904775,41.409058376304415,146.375
good,-0.0876195525489151,146.8956966053918,146.29099731445314,-0.0537693597267501,-0.033850192822165,34.72215579788261,146.14999389648438
good,-0.0782747288312464,146.8943215775496,146.32899780273436,-0.035539628807265,-0.0427351000239813,48.3067728604452,146.49000549316406
good,-0.0708597658677661,146.89256456624597,146.36699829101562,-0.0224997326750278,-0.0483600331927382,47.990145437841896,146.47999572753906
good,-0.0626470208326281,146.89217012668544,146.3989990234375,-0.0114295901119119,-0.0512174307207162,48.71362462629504,146.5
good,-0.0558978577293771,146.89167636847108,146.422998046875,-0.0037443416069287,-0.0521535161224484,48.53172910592995,146.4949951171875
good,-0.0463834417328428,146.89082136891804,146.5009979248047,0.0046160595116845,-0.0509995012445273,50.32758883699732,146.5399932861328
good,-0.0395970734826391,146.89007042085058,146.50799560546875,0.0091219422095105,-0.0487190156921497,49.705007062940126,146.52499389648438
good,-0.031435804585044,146.88931745009887,146.5229949951172,0.0138265688856845,-0.0452623734707285,51.010305121695374,146.55499267578125
good,-0.0234856555211706,146.88846296157885,146.53699645996093,0.0174213743596463,-0.040907029880817,51.68615894532117,146.57000732421875
good,-0.0249669583239722,146.88773900816273,146.53199768066406,0.0127520572454758,-0.037719015569448,47.03203609195536,146.47000122070312
good,-0.0250457168598075,146.88656910679333,146.5199981689453,0.0101386389677124,-0.0351843558275199,47.54043871764139,146.47999572753906
good,-0.0184400885418085,146.88618423441295,146.5269989013672,0.0133954138285691,-0.0318355023703776,51.54927249930689,146.55999755859375
good,-0.0090657478271509,146.88565189508776,146.53800048828126,0.0182158036345813,-0.0272815514617323,53.91950940690266,146.61000061035156
good,-0.0079997779744473,146.8830191858087,146.52999877929688,0.0154254187898279,-0.0234251967642753,49.7279100879561,146.52999877929688
good,-0.0074727007589387,146.8824753782602,146.54099731445314,0.0127619968042692,-0.020234697563208,49.46882400524979,146.52499389648438
